Chapter,Topic,Primary source,Supporting source 1,Supporting source 2,Additional source,Visual source,Status
18,18.3 Reactivity of Hydrogen,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.4 Binary Hydrides,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.5 Oxygen,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.6 Preparation and Uses of Oxygen,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.7 Reactivity of Oxygen,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.8 Oxides,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.9 Peroxides and Superoxides,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.10 Hydrogen Peroxide,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.11 Ozone,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.12 Water,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
18,18.13 Hydrates,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 18.1,Verified for course use
19,19.1 General Properties and Periodic Trends,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 19.1,Verified for course use
19,19.2 Distinctive Properties of the Second-Row Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 19.1,Verified for course use
19,19.3 The Group 3A Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 19.1,Verified for course use
19,19.4 Boron,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.5 Aluminum,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.6 The Group 4A Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 19.1,Verified for course use
19,19.7 Carbon,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.8 Silicon,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.9 The Group 5A Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 19.1,Verified for course use
19,19.10 Nitrogen,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.11 Phosphorus,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.12 The Group 6A Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 19.1,Verified for course use
19,19.13 Sulfur,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
19,19.14 The Halogens: Oxoacids and Oxoacid Salts,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 19.1,Verified for course use
20,20.1 Electron Configurations,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.2 Properties of Transition Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 20.1,Verified for course use
20,20.3 Oxidation States of Transition Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 20.1,Verified for course use
20,20.4 Chemistry of Selected Transition Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 20.1,Verified for course use
20,20.5 Coordination Compounds,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.6 Ligands,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.7 Naming Coordination Compounds,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.8 Isomers,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.9 Enantiomers and Molecular Handedness,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.10 Color of Transition-Metal Complexes,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.11 Bonding in Complexes: Valence Bond Theory,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
20,20.12 Crystal Field Theory,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 20.1,Verified for course use
21,21.1 Sources of the Metallic Elements,PT1,ST1,ST2,IUPAC periodic table,Original SVG Figure 21.1,Verified for course use
21,21.2 Metallurgy,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.3 Iron and Steel,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.4 Bonding in Metals,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.5 Semiconductors,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.6 Semiconductor Applications,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.7 Superconductors,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.8 Ceramics,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
21,21.9 Composites,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 21.1,Verified for course use
22,22.1 Nuclear Stability,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 22.1,Verified for course use
22,22.2 Energy Changes during Nuclear Reactions,PT1,ST1,ST2,NIST WebBook,Original SVG Figure 22.1,Verified for course use
22,22.3 Nuclear Fission and Fusion,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 22.1,Verified for course use
22,22.4 Nuclear Transmutation,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 22.1,Verified for course use
22,22.5 Detecting and Measuring Radioactivity,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 22.1,Verified for course use
22,22.6 Applications of Nuclear Chemistry,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 22.1,Verified for course use
23,23.1 Organic Molecules and Their Structures: Alkanes,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.2 Families of Organic Compounds: Functional Groups,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.3 Naming Organic Compounds,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.4 Unsaturated Organic Compounds: Alkenes and Alkynes,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.5 Cyclic Organic Compounds,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.6 Aromatic Compounds,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,"23.7 Alcohols, Ethers, and Amines",PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.8 Carbonyl Compounds,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.9 An Overview of Biological Chemistry,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,"23.10 Amino Acids, Peptides, and Proteins",PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.11 Carbohydrates,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.12 Lipids,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
23,23.13 Nucleic Acids,PT1,ST1,ST2,OpenStax Chemistry 2e,Original SVG Figure 23.1,Verified for course use
